id,source,country,title,date,century,type,medium,place,accession,credit,provenance,openImage,image,url,dataLicence,matchBasis,strength
si-nmnhanthropology_11623372,"Smithsonian — Natural History, Anthropology",USA,Kukuri (3 Knives In 1 Holster),1960 to 1969,20th c.,Knife / Knife Sheath,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3ddee61ed-5177-45b9-895c-55b7ff800ab0,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623249,"Smithsonian — Natural History, Anthropology",USA,Bracelet?,1960 to 1969,20th c.,Bracelets (jewelry),,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/33ab55d95-636f-460e-acf4-d84eef0ced3a,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436313,"Smithsonian — Natural History, Anthropology",USA,"Neckring ""Soutija""",,Undated,Necklaces,,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/38bcef671-225c-4306-8a98-c77d1f4af533,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436311,"Smithsonian — Natural History, Anthropology",USA,Child's Necklace,,Undated,Necklaces,,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/33b0dc1a6-4e1b-4716-8f49-d4fcc9da39aa,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8455952,"Smithsonian — Natural History, Anthropology",USA,Offering Bowl,1967,20th c.,Bowls (vessels),8.6 cm,"Katmandu (Kathmandu), Bagmati, Nepal, Asia",356622,Collector: Mrs. H. R. Slusser; Donor Name: Mr. H R. Slusser,,False,,http://n2t.net/ark:/65665/3d68eab77-e603-4683-a15e-050ea9b8dd4c,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8437203,"Smithsonian — Natural History, Anthropology",USA,Canopy,,Undated,Canopies (structural elements),,"Nepal, Asia",271950,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/38522d145-bd7f-4ee2-ad2a-dbaab57c1595,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436391,"Smithsonian — Natural History, Anthropology",USA,Carved Elephant,,Undated,Figures (representations),,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3cc143a00-2ee1-4730-9003-2fb555934e98,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436411,"Smithsonian — Natural History, Anthropology",USA,"Spinning Wheel ""Yon""",,Undated,Spinning wheels,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3c3df1521-ecf1-46a5-99ab-845938427916,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436277,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/314afed9f-1b22-4c9e-91c8-f473da7e14c1,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623298,"Smithsonian — Natural History, Anthropology",USA,Plaid Scarf / Sash,1960 to 1969,20th c.,Scarves (costume accessories),,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3602568dc-78a9-4c2b-8bfa-71968e88dd15,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623334,"Smithsonian — Natural History, Anthropology",USA,Clay Pellets For Bamboo Bow,1960 to 1969,20th c.,Pellet,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/35c7302f4-0151-4f0d-b81f-cb08dce3aab3,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457920,"Smithsonian — Natural History, Anthropology",USA,Gauge Rod,1983,20th c.,Gauge Rod,58.8 cm,"Baudhanath, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/39fb84b10-b13e-4b3a-b324-00b09e68b3e2,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8439334,"Smithsonian — Natural History, Anthropology",USA,Temple Horn,,Undated,Horn (animal material),,"Nepal, Asia",276860,"Donor Name: S. Kriger, Inc.",,False,,http://n2t.net/ark:/65665/31bd15e29-ed35-4eb6-90bd-8a0753833a54,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623509,"Smithsonian — Natural History, Anthropology",USA,Cotton Bag With Contents,1960 to 1969,20th c.,Ceremonial objects,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3dacfc0aa-cf51-4de5-aec1-f31dac903334,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457934,"Smithsonian — Natural History, Anthropology",USA,Blanket,1980,20th c.,Blankets (coverings),180 cm,"Jumla, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/3a9fda6e8-fa4c-401e-916c-725587d491d5,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436269,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3765dd761-431a-465a-b4a5-bda0a77d236f,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436270,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3b144ae4d-5552-406c-badd-f9939df2ed5e,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457928,"Smithsonian — Natural History, Anthropology",USA,Rug,1981,20th c.,Rugs,141.5 cm,"Kathmandu, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/36f00473e-44bf-4854-8def-2f07437fb482,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457927,"Smithsonian — Natural History, Anthropology",USA,Flint And Shot Cases With Strap,1979,20th c.,Ammunition Belt,11 cm,"Kathmandu, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/359c5da13-0d5e-49f0-a189-2fe799d235bc,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623330,"Smithsonian — Natural History, Anthropology",USA,"Blackboard Scriber, Soapstone",1960 to 1969,20th c.,Writing Implement,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3607aa37d-7ef9-4a86-bdb6-236d5661b665,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436727,"Smithsonian — Natural History, Anthropology",USA,Hanging Lamp,,Undated,Lamps (lighting devices),,"Nepal, Asia",271310,Collector: William Morden; Donor Name: Mrs. William Morden,,False,,http://n2t.net/ark:/65665/3ba55198f-6dc1-4b35-b2d3-88184d148609,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623469,"Smithsonian — Natural History, Anthropology",USA,"Men's Decorated Wrap, Dress Shirt, and Dupatta (Scarf)",1960 to 1969,20th c.,Costume,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/35c4ea179-dce5-47b8-bb8e-86a5a3c36496,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623276,"Smithsonian — Natural History, Anthropology",USA,Toy Train Cars,1960 to 1969,20th c.,Toys (recreational artifacts),,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3d7c41714-af03-414a-936f-8f8de7095838,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436272,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/37d1273fd-7b36-4211-9514-3467e85ba77c,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436255,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3db0327b7-0882-4467-9284-ae914c6864fb,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436334,"Smithsonian — Natural History, Anthropology",USA,"Woman's Collar ""Tikma""",,Undated,Neckwear,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3b4097f7e-e4f0-461a-81b8-ac80dc283356,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436352,"Smithsonian — Natural History, Anthropology",USA,"Wedding Urn ""Kalash""",,Undated,Urns,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/385160180-b788-4b52-a996-d61dd118afa7,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436412,"Smithsonian — Natural History, Anthropology",USA,Household Shrine,,Undated,Shrines (structures),,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/313b646bf-1619-4c91-91b8-0960c76cc314,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8500652,"Smithsonian — Natural History, Anthropology",USA,Clay Impression,,Undated,Clay Impression,,"Nepal (not certain), Asia (not certain)",999999,Donor Name: No Information,,False,,http://n2t.net/ark:/65665/3de1faaf8-05f5-439a-82bb-ff708fd59a25,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623280,"Smithsonian — Natural History, Anthropology",USA,Wooden Flask With Lid,1960 to 1969,20th c.,Flasks (bottles),,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3193cc7b2-8fd3-47f9-add6-22fc4c5bf48e,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623433,"Smithsonian — Natural History, Anthropology",USA,Handkerchief,1960 to 1969,20th c.,Handkerchiefs,,"Kathmandu, Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3cfab833f-1300-4010-b46c-3403399527bf,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8437184,"Smithsonian — Natural History, Anthropology",USA,"Cow Festival ""Horns""",,Undated,Horn (animal material),,"Nepal, Asia",271953,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3e7809f8a-ead7-4ccf-a848-f4239706a940,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623263,"Smithsonian — Natural History, Anthropology",USA,Leather And Cowrie Amulet,1960 to 1969,20th c.,Amulets,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3008622ef-d923-49dc-8fff-858b42b0b688,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436312,"Smithsonian — Natural History, Anthropology",USA,Necklace,,Undated,Necklaces,,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3d3066328-59d9-48a8-84a7-c8d9d302fd99,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436402,"Smithsonian — Natural History, Anthropology",USA,Bird Cage,,Undated,Cages (rooms),,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/323df2c0d-5cee-4403-be15-5b8440acf2e9,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457918,"Smithsonian — Natural History, Anthropology",USA,Weft Beater Comb,1983,20th c.,Percussion beaters,36 cm,"Baudhanath, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/32cfc601f-e276-41fc-b445-c0bd2d8a8779,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436339,"Smithsonian — Natural History, Anthropology",USA,Ink-Pot,,Undated,Inkwells,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/357d91094-7643-46e9-9c96-f58e18107a78,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457932,"Smithsonian — Natural History, Anthropology",USA,Bucket,1980,20th c.,Buckets (vessels),24.3 cm,"Torpa, Humla, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/3fda7051a-982a-4cc0-9a4b-146a2512c2a5,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623506,"Smithsonian — Natural History, Anthropology",USA,"Bird Feet, Legs, And Animal Horn",1960 to 1969,20th c.,Ceremonial objects,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3ebd7ef01-2a79-4214-a7fa-f93de8b2e5e7,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8344172,"Smithsonian — Natural History, Anthropology",USA,Vase For Oil Used In Temple,,Undated,Vases,,"Nepal, Asia",027808,Donor Name: S. J. Tillery and Company,,False,,http://n2t.net/ark:/65665/304026bc5-623f-4790-9368-57ef50f12fa1,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436351,"Smithsonian — Natural History, Anthropology",USA,Offerings Pot,,Undated,Pots (containers),,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/39e95e6ea-2a6a-4867-8263-8e514bcb6788,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457925,"Smithsonian — Natural History, Anthropology",USA,Sitting Rug / Khaden,1981,20th c.,Sitting Rug,168 cm,"Kathmandu, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/3ed094c48-654d-4dda-81cf-9ff713603a37,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436305,"Smithsonian — Natural History, Anthropology",USA,Water Jar Cover,,Undated,Jars,,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/337f0b172-83ad-4e4e-aa9d-f666c8fe37f0,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8459180,"Smithsonian — Natural History, Anthropology",USA,Rug,1977 to 1978,20th c.,Rugs,135 cm,"Nepal, Asia",368690,Collector: Diana K. Myers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/344ad1c48-bfbf-45d7-a46f-610b6727381c,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8427107,"Smithsonian — Natural History, Anthropology",USA,Sword (Kora),,Undated,Swords,,"Nepal, Asia",229198,Donor Name: Estate Of John O. La Gorce,,False,,http://n2t.net/ark:/65665/3791f0cea-cbbc-4539-9fb9-bd54088a3844,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8432262,"Smithsonian — Natural History, Anthropology",USA,Statue & Stand Of Buddha As A Monk,,Undated,Statues,,"Nepal, Asia",256496,Donor Name: Paul Rose,,False,,http://n2t.net/ark:/65665/3089f94ba-ecf0-44e1-9633-9b014172a350,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8419994,"Smithsonian — Natural History, Anthropology",USA,Buddhist Temple-Lamps Of Bronze Filigree,,Undated,Lamps (lighting devices),,"Nepal, Asia",176534,Donor Name: President Harry S. Truman,,False,,http://n2t.net/ark:/65665/3e52c39c8-fce7-4613-aea3-2087810bdb3c,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8455942,"Smithsonian — Natural History, Anthropology",USA,"Short Sword & Sheath ""Kukhri""",1967,20th c.,Sheaths (cases),44.5 cm,"Katmandu (Kathmandu), Bagmati, Nepal, Asia",356622,Collector: Mrs. H. R. Slusser; Donor Name: Mr. H R. Slusser,,False,,http://n2t.net/ark:/65665/3d5e3aa7c-ed9a-4178-b28a-5c2c9f1b7405,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436373,"Smithsonian — Natural History, Anthropology",USA,Wine Cup,,Undated,Cups,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/361d8c7e2-0d8e-42a7-9b18-84cc723f5cfa,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8455939,"Smithsonian — Natural History, Anthropology",USA,"Measure, Copper",1966,20th c.,Measure,24 cm,"Patan, Mahakali, Nepal, Asia",356622,Collector: Mrs. H. R. Slusser; Donor Name: Mr. H R. Slusser,,False,,http://n2t.net/ark:/65665/3cc8fa68b-d456-495a-84ac-5c35ec67207c,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436265,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/382ca34b5-8ae7-4487-abe2-80df39a036db,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8459161,"Smithsonian — Natural History, Anthropology",USA,Botanical Sample (Tarka),1982,20th c.,Plant material,,"Nepal, Asia",368690,Collector: Diana K. Myers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/35b76a76e-fa01-4eca-8af9-59363a9497c6,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436731,"Smithsonian — Natural History, Anthropology",USA,Elephant Figure,,Undated,Figures (representations),,"Nepal, Asia",271310,Collector: William Morden; Donor Name: Mrs. William Morden,,False,,http://n2t.net/ark:/65665/3997a19a2-0ad3-4b0f-aec5-3e5e50b4b8ef,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8459157,"Smithsonian — Natural History, Anthropology",USA,Botanical Sample (Aru),1982,20th c.,Plant material,,"Nepal, Asia",368690,Collector: Diana K. Myers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/38ed5c36b-3815-47d7-91e8-f082e2600c4f,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436403,"Smithsonian — Natural History, Anthropology",USA,"Carved Box ""Kapi Poncha""",,Undated,Boxes (containers),,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/302199de3-9170-4de2-b3a3-988db7106c46,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8452608,"Smithsonian — Natural History, Anthropology",USA,Saddle Decorations,,Undated,Saddles (seats),27.9 cm,"Tibet, Asia",332885,Donor Name: Tsering R. Lhungay,,False,,http://n2t.net/ark:/65665/35c35dea8-8ce2-4173-b1dc-b8b7a0a8befb,CC0 (Smithsonian Open Access),Nepal mentioned only in notes or citations — check,weak
si-nmnhanthropology_8457914,"Smithsonian — Natural History, Anthropology",USA,Shed Stick,1983,20th c.,Shed Stick,13.5 cm,"Baudhanath, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/38fe0d5b1-4c9c-4450-8df7-74bc4d49ee0e,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436279,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/381fc4689-f044-4d81-8441-155c3d80c2bb,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8390982,"Smithsonian — Natural History, Anthropology",USA,1 Of 2 Bronze Statuettes,,Undated,Figures (representations),,"Nepal / Tibet, Asia",066533,Donor Name: Mrs. Gertrude B. Warner,,False,,http://n2t.net/ark:/65665/3934fc645-63b3-48f6-b090-8ecc378ae972,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436288,"Smithsonian — Natural History, Anthropology",USA,Pottery Pipe,,Undated,Pipes (smoking equipment),,"West, Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/314b4d1a8-3bc5-4075-b6f9-dd0defe62a1b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436317,"Smithsonian — Natural History, Anthropology",USA,Set Of 6 Bracelets,,Undated,Bracelets (jewelry),,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3ea65e3c2-ca6d-4fe1-9ec7-f80fba37a73a,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_14686290,"Smithsonian — Natural History, Anthropology",USA,Oil Lamp,,Undated,Lamps (lighting devices),8.5 cm,"Nepal, Asia",2084056,Collector: Dr. Mary Slusser; Donor Name: The Estate of Mary S. Slusser,,False,,http://n2t.net/ark:/65665/38ae3698d-0824-408c-b65a-7a54bb4aacfc,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436358,"Smithsonian — Natural History, Anthropology",USA,Child's Charm Necklace,,Undated,Necklaces,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/300afc7d7-1737-4af4-a569-be7107714a3d,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8456225,"Smithsonian — Natural History, Anthropology",USA,"Sandals, Bronze",1967,20th c.,Sandals,13 cm,"Nepal, Asia",359395,Collector: Dr. Mary Slusser; Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/39717330b-63ad-4ef8-8311-fd82e940515b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8456234,"Smithsonian — Natural History, Anthropology",USA,Manuscript Cover,,Undated,Books,21 cm,"Nepal, Asia",359395,Collector: Dr. Mary Slusser; Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3e593b26a-7267-4f88-a83c-03dfb864a2d9,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623374,"Smithsonian — Natural History, Anthropology",USA,Gravestone,1960 to 1969,20th c.,Grave Marker,,"Dhorpatan village, Baglung district, Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3c0ea5a70-4d82-46a9-aeb3-d68ee960f2e7,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436276,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3e97e0632-872d-4207-86d3-1fc4ac839ddc,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436278,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/38dc035b7-d2f0-4622-bfca-09ef12b6b8c4,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8432266,"Smithsonian — Natural History, Anthropology",USA,Statue,,Undated,Statues,,"Nepal, Asia",256496,Donor Name: Paul Rose,,False,,http://n2t.net/ark:/65665/3c353c37b-1a25-45a0-989b-1353908f07c7,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8419093,"Smithsonian — Natural History, Anthropology",USA,"Knife, ""Kukri""",,Undated,Knives,,"Nepal, Asia",172617,Donor Name: Estate Mary L. Frederick,,False,,http://n2t.net/ark:/65665/31d2a9b4e-724a-4761-b520-954f083912fb,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623322,"Smithsonian — Natural History, Anthropology",USA,Sarangi (Musical Instrument) with Bow,1960 to 1969,20th c.,Lutes (chordophones),,"Kihun, Tanahu District, Gandaki Zone, Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3fe25f1db-793c-4f54-b647-1d708e74da5f,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623346,"Smithsonian — Natural History, Anthropology",USA,Tumpline,1960 to 1969,20th c.,Tumplines,,"Kihun, Tanahu District, Gandaki Zone, Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/316086611-4ead-455c-ad64-05db857761d2,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436726,"Smithsonian — Natural History, Anthropology",USA,Lamp Front,,Undated,Lamps (lighting devices),,"Nepal, Asia",271310,Collector: William Morden; Donor Name: Mrs. William Morden,,False,,http://n2t.net/ark:/65665/34bbcd235-9c59-45e1-98e6-1779f708b13b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8432252,"Smithsonian — Natural History, Anthropology",USA,"Statue - ""Mahisaasura Mardini""",,Undated,Statues,,"Nepal, Asia",256496,Donor Name: Paul Rose,,False,,http://n2t.net/ark:/65665/3944d22c0-8634-4850-9caf-b443565a19a9,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436328,"Smithsonian — Natural History, Anthropology",USA,Pottery Plaque,,Undated,Plaques (flat objects),,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3698dd29d-7610-44df-9f01-97134dc597a5,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436366,"Smithsonian — Natural History, Anthropology",USA,Ear Ornament,,Undated,Earrings,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3890cd111-c2b2-49a2-862f-558f632e6ea1,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8452619,"Smithsonian — Natural History, Anthropology",USA,Dragon Tapestry,,Undated,Tapestries,,"Tibet, Asia",332885,Donor Name: Tsering R. Lhungay,,False,,http://n2t.net/ark:/65665/37e5a8e79-b313-42c9-8d42-2d815089ddea,CC0 (Smithsonian Open Access),Nepal mentioned only in notes or citations — check,weak
